order_id,_NAME_,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28
30031,product_id,35969,37414,,,,,,,,,,,,,,,,,,,,,,,,,,
30034,product_id,23743,,,,,,,,,,,,,,,,,,,,,,,,,,,
30037,product_id,32326,,,,,,,,,,,,,,,,,,,,,,,,,,,
30038,product_id,31569,,,,,,,,,,,,,,,,,,,,,,,,,,,
30042,product_id,751,,,,,,,,,,,,,,,,,,,,,,,,,,,
30044,product_id,11018,29341,,,,,,,,,,,,,,,,,,,,,,,,,,
30056,product_id,38561,,,,,,,,,,,,,,,,,,,,,,,,,,,
30064,product_id,39869,,,,,,,,,,,,,,,,,,,,,,,,,,,
30065,product_id,5310,38598,,,,,,,,,,,,,,,,,,,,,,,,,,
30076,product_id,25755,,,,,,,,,,,,,,,,,,,,,,,,,,,
30077,product_id,27337,,,,,,,,,,,,,,,,,,,,,,,,,,,
30079,product_id,25433,,,,,,,,,,,,,,,,,,,,,,,,,,,
30086,product_id,12623,,,,,,,,,,,,,,,,,,,,,,,,,,,
30095,product_id,27328,,,,,,,,,,,,,,,,,,,,,,,,,,,
30099,product_id,11949,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100,product_id,13019,,,,,,,,,,,,,,,,,,,,,,,,,,,
30104,product_id,7188,,,,,,,,,,,,,,,,,,,,,,,,,,,
30107,product_id,13534,,,,,,,,,,,,,,,,,,,,,,,,,,,
30119,product_id,30699,47340,,,,,,,,,,,,,,,,,,,,,,,,,,
30126,product_id,33287,,,,,,,,,,,,,,,,,,,,,,,,,,,
30129,product_id,43584,,,,,,,,,,,,,,,,,,,,,,,,,,,
30137,product_id,29767,,,,,,,,,,,,,,,,,,,,,,,,,,,
30139,product_id,23171,34109,,,,,,,,,,,,,,,,,,,,,,,,,,
30143,product_id,43216,,,,,,,,,,,,,,,,,,,,,,,,,,,
30155,product_id,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,
30156,product_id,42757,,,,,,,,,,,,,,,,,,,,,,,,,,,
30157,product_id,24211,34268,,,,,,,,,,,,,,,,,,,,,,,,,,
30167,product_id,48035,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,product_id,32306,,,,,,,,,,,,,,,,,,,,,,,,,,,
30172,product_id,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,
30177,product_id,13531,,,,,,,,,,,,,,,,,,,,,,,,,,,
30185,product_id,26220,,,,,,,,,,,,,,,,,,,,,,,,,,,
30189,product_id,33229,,,,,,,,,,,,,,,,,,,,,,,,,,,
30192,product_id,17059,43321,46687,,,,,,,,,,,,,,,,,,,,,,,,,
30195,product_id,38135,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203,product_id,36814,,,,,,,,,,,,,,,,,,,,,,,,,,,
30207,product_id,39084,,,,,,,,,,,,,,,,,,,,,,,,,,,
30211,product_id,13312,,,,,,,,,,,,,,,,,,,,,,,,,,,
30214,product_id,8647,39123,39767,41470,,,,,,,,,,,,,,,,,,,,,,,,
30215,product_id,38924,,,,,,,,,,,,,,,,,,,,,,,,,,,
30225,product_id,12874,13360,20614,,,,,,,,,,,,,,,,,,,,,,,,,
30227,product_id,8285,9170,,,,,,,,,,,,,,,,,,,,,,,,,,
30230,product_id,6043,,,,,,,,,,,,,,,,,,,,,,,,,,,
30232,product_id,16914,,,,,,,,,,,,,,,,,,,,,,,,,,,
30249,product_id,24923,,,,,,,,,,,,,,,,,,,,,,,,,,,
30257,product_id,13044,13204,40202,,,,,,,,,,,,,,,,,,,,,,,,,
30259,product_id,3064,,,,,,,,,,,,,,,,,,,,,,,,,,,
30262,product_id,3424,,,,,,,,,,,,,,,,,,,,,,,,,,,
30264,product_id,21757,,,,,,,,,,,,,,,,,,,,,,,,,,,
30265,product_id,17042,,,,,,,,,,,,,,,,,,,,,,,,,,,
30267,product_id,16144,,,,,,,,,,,,,,,,,,,,,,,,,,,
30274,product_id,24249,,,,,,,,,,,,,,,,,,,,,,,,,,,
30278,product_id,8566,18368,,,,,,,,,,,,,,,,,,,,,,,,,,
30280,product_id,36858,,,,,,,,,,,,,,,,,,,,,,,,,,,
30281,product_id,47134,,,,,,,,,,,,,,,,,,,,,,,,,,,
30283,product_id,31849,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302,product_id,6808,,,,,,,,,,,,,,,,,,,,,,,,,,,
30312,product_id,43932,,,,,,,,,,,,,,,,,,,,,,,,,,,
30313,product_id,20344,,,,,,,,,,,,,,,,,,,,,,,,,,,
30314,product_id,30640,,,,,,,,,,,,,,,,,,,,,,,,,,,
30316,product_id,13617,25566,29402,30593,35822,,,,,,,,,,,,,,,,,,,,,,,
30331,product_id,31253,41438,,,,,,,,,,,,,,,,,,,,,,,,,,
30337,product_id,32041,,,,,,,,,,,,,,,,,,,,,,,,,,,
30344,product_id,22743,,,,,,,,,,,,,,,,,,,,,,,,,,,
30345,product_id,34108,,,,,,,,,,,,,,,,,,,,,,,,,,,
30351,product_id,23917,33519,39734,,,,,,,,,,,,,,,,,,,,,,,,,
30354,product_id,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355,product_id,13373,22588,35867,44896,,,,,,,,,,,,,,,,,,,,,,,,
30358,product_id,7775,,,,,,,,,,,,,,,,,,,,,,,,,,,
30363,product_id,21148,49127,,,,,,,,,,,,,,,,,,,,,,,,,,
30368,product_id,33277,,,,,,,,,,,,,,,,,,,,,,,,,,,
30375,product_id,30984,36174,,,,,,,,,,,,,,,,,,,,,,,,,,
30377,product_id,15668,,,,,,,,,,,,,,,,,,,,,,,,,,,
30381,product_id,24450,39870,,,,,,,,,,,,,,,,,,,,,,,,,,
30384,product_id,43995,,,,,,,,,,,,,,,,,,,,,,,,,,,
30388,product_id,27253,,,,,,,,,,,,,,,,,,,,,,,,,,,
30390,product_id,3690,33057,34080,40926,,,,,,,,,,,,,,,,,,,,,,,,
30391,product_id,36230,,,,,,,,,,,,,,,,,,,,,,,,,,,
30392,product_id,2594,,,,,,,,,,,,,,,,,,,,,,,,,,,
30396,product_id,29319,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402,product_id,11171,36169,,,,,,,,,,,,,,,,,,,,,,,,,,
30406,product_id,33697,,,,,,,,,,,,,,,,,,,,,,,,,,,
30416,product_id,5853,,,,,,,,,,,,,,,,,,,,,,,,,,,
30418,product_id,23609,27381,,,,,,,,,,,,,,,,,,,,,,,,,,
30419,product_id,17390,,,,,,,,,,,,,,,,,,,,,,,,,,,
30421,product_id,46748,,,,,,,,,,,,,,,,,,,,,,,,,,,
30423,product_id,37479,,,,,,,,,,,,,,,,,,,,,,,,,,,
30425,product_id,4067,,,,,,,,,,,,,,,,,,,,,,,,,,,
30427,product_id,47934,,,,,,,,,,,,,,,,,,,,,,,,,,,
30436,product_id,6082,21358,,,,,,,,,,,,,,,,,,,,,,,,,,
30446,product_id,25994,,,,,,,,,,,,,,,,,,,,,,,,,,,
30452,product_id,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,
30456,product_id,35903,,,,,,,,,,,,,,,,,,,,,,,,,,,
30482,product_id,22917,32952,,,,,,,,,,,,,,,,,,,,,,,,,,
30488,product_id,18803,,,,,,,,,,,,,,,,,,,,,,,,,,,
30498,product_id,7434,,,,,,,,,,,,,,,,,,,,,,,,,,,
30511,product_id,13118,,,,,,,,,,,,,,,,,,,,,,,,,,,
30521,product_id,4103,,,,,,,,,,,,,,,,,,,,,,,,,,,
30522,product_id,35380,,,,,,,,,,,,,,,,,,,,,,,,,,,
30528,product_id,25322,,,,,,,,,,,,,,,,,,,,,,,,,,,
30529,product_id,24844,,,,,,,,,,,,,,,,,,,,,,,,,,,
30535,product_id,25091,33269,,,,,,,,,,,,,,,,,,,,,,,,,,
30544,product_id,2810,7546,,,,,,,,,,,,,,,,,,,,,,,,,,
30546,product_id,6304,20498,26494,,,,,,,,,,,,,,,,,,,,,,,,,
30547,product_id,20399,,,,,,,,,,,,,,,,,,,,,,,,,,,
30551,product_id,42070,,,,,,,,,,,,,,,,,,,,,,,,,,,
30554,product_id,240,30054,,,,,,,,,,,,,,,,,,,,,,,,,,
30558,product_id,22126,28030,32397,,,,,,,,,,,,,,,,,,,,,,,,,
30560,product_id,45527,,,,,,,,,,,,,,,,,,,,,,,,,,,
30568,product_id,20334,,,,,,,,,,,,,,,,,,,,,,,,,,,
30569,product_id,47744,,,,,,,,,,,,,,,,,,,,,,,,,,,
30575,product_id,9773,40606,,,,,,,,,,,,,,,,,,,,,,,,,,
30578,product_id,17756,,,,,,,,,,,,,,,,,,,,,,,,,,,
30594,product_id,39913,,,,,,,,,,,,,,,,,,,,,,,,,,,
30597,product_id,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,
30605,product_id,45075,,,,,,,,,,,,,,,,,,,,,,,,,,,
30610,product_id,17845,,,,,,,,,,,,,,,,,,,,,,,,,,,
30616,product_id,3386,9221,14813,,,,,,,,,,,,,,,,,,,,,,,,,
30618,product_id,30265,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620,product_id,14326,,,,,,,,,,,,,,,,,,,,,,,,,,,
30626,product_id,22375,,,,,,,,,,,,,,,,,,,,,,,,,,,
30630,product_id,921,41103,,,,,,,,,,,,,,,,,,,,,,,,,,
30631,product_id,382,40782,,,,,,,,,,,,,,,,,,,,,,,,,,
30632,product_id,13297,,,,,,,,,,,,,,,,,,,,,,,,,,,
30637,product_id,22585,,,,,,,,,,,,,,,,,,,,,,,,,,,
30650,product_id,35020,,,,,,,,,,,,,,,,,,,,,,,,,,,
30656,product_id,23321,,,,,,,,,,,,,,,,,,,,,,,,,,,
30664,product_id,31048,,,,,,,,,,,,,,,,,,,,,,,,,,,
30667,product_id,48373,,,,,,,,,,,,,,,,,,,,,,,,,,,
30675,product_id,21856,,,,,,,,,,,,,,,,,,,,,,,,,,,
30679,product_id,7072,13888,,,,,,,,,,,,,,,,,,,,,,,,,,
30682,product_id,9197,,,,,,,,,,,,,,,,,,,,,,,,,,,
30685,product_id,47442,,,,,,,,,,,,,,,,,,,,,,,,,,,
30687,product_id,6463,10488,30373,,,,,,,,,,,,,,,,,,,,,,,,,
30698,product_id,11838,,,,,,,,,,,,,,,,,,,,,,,,,,,
30712,product_id,9034,,,,,,,,,,,,,,,,,,,,,,,,,,,
30717,product_id,47826,,,,,,,,,,,,,,,,,,,,,,,,,,,
30721,product_id,11957,15340,,,,,,,,,,,,,,,,,,,,,,,,,,
30723,product_id,1338,7366,14752,,,,,,,,,,,,,,,,,,,,,,,,,
30731,product_id,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,
30733,product_id,7966,,,,,,,,,,,,,,,,,,,,,,,,,,,
30734,product_id,24556,,,,,,,,,,,,,,,,,,,,,,,,,,,
30736,product_id,18802,18864,21824,,,,,,,,,,,,,,,,,,,,,,,,,
30738,product_id,14337,,,,,,,,,,,,,,,,,,,,,,,,,,,
30741,product_id,11221,24671,,,,,,,,,,,,,,,,,,,,,,,,,,
30743,product_id,11944,15243,,,,,,,,,,,,,,,,,,,,,,,,,,
30744,product_id,9817,,,,,,,,,,,,,,,,,,,,,,,,,,,
30797,product_id,22633,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805,product_id,28023,32137,,,,,,,,,,,,,,,,,,,,,,,,,,
30821,product_id,28099,,,,,,,,,,,,,,,,,,,,,,,,,,,
30822,product_id,44885,,,,,,,,,,,,,,,,,,,,,,,,,,,
30826,product_id,24141,34096,,,,,,,,,,,,,,,,,,,,,,,,,,
30831,product_id,29063,,,,,,,,,,,,,,,,,,,,,,,,,,,
30842,product_id,8627,,,,,,,,,,,,,,,,,,,,,,,,,,,
30847,product_id,20442,48469,,,,,,,,,,,,,,,,,,,,,,,,,,
30852,product_id,47713,,,,,,,,,,,,,,,,,,,,,,,,,,,
30856,product_id,30816,,,,,,,,,,,,,,,,,,,,,,,,,,,
30857,product_id,43785,,,,,,,,,,,,,,,,,,,,,,,,,,,
30871,product_id,3597,,,,,,,,,,,,,,,,,,,,,,,,,,,
30872,product_id,37848,,,,,,,,,,,,,,,,,,,,,,,,,,,
30884,product_id,16758,,,,,,,,,,,,,,,,,,,,,,,,,,,
30887,product_id,21509,,,,,,,,,,,,,,,,,,,,,,,,,,,
30890,product_id,35466,36818,,,,,,,,,,,,,,,,,,,,,,,,,,
30906,product_id,43350,,,,,,,,,,,,,,,,,,,,,,,,,,,
30908,product_id,16563,26835,,,,,,,,,,,,,,,,,,,,,,,,,,
30913,product_id,42071,,,,,,,,,,,,,,,,,,,,,,,,,,,
30914,product_id,16517,,,,,,,,,,,,,,,,,,,,,,,,,,,
30933,product_id,20804,,,,,,,,,,,,,,,,,,,,,,,,,,,
30936,product_id,4994,,,,,,,,,,,,,,,,,,,,,,,,,,,
30948,product_id,19713,,,,,,,,,,,,,,,,,,,,,,,,,,,
30956,product_id,49161,,,,,,,,,,,,,,,,,,,,,,,,,,,
30957,product_id,43822,,,,,,,,,,,,,,,,,,,,,,,,,,,
30964,product_id,34016,,,,,,,,,,,,,,,,,,,,,,,,,,,
30968,product_id,45327,,,,,,,,,,,,,,,,,,,,,,,,,,,
30973,product_id,4941,17939,,,,,,,,,,,,,,,,,,,,,,,,,,
30983,product_id,37655,46466,,,,,,,,,,,,,,,,,,,,,,,,,,
30988,product_id,4190,38814,,,,,,,,,,,,,,,,,,,,,,,,,,
30996,product_id,41868,,,,,,,,,,,,,,,,,,,,,,,,,,,
30998,product_id,27938,38749,,,,,,,,,,,,,,,,,,,,,,,,,,
31014,product_id,35457,,,,,,,,,,,,,,,,,,,,,,,,,,,
31020,product_id,21088,,,,,,,,,,,,,,,,,,,,,,,,,,,
31022,product_id,12229,,,,,,,,,,,,,,,,,,,,,,,,,,,
31023,product_id,28896,39100,41614,41784,,,,,,,,,,,,,,,,,,,,,,,,
31033,product_id,17399,,,,,,,,,,,,,,,,,,,,,,,,,,,
31041,product_id,41826,,,,,,,,,,,,,,,,,,,,,,,,,,,
31044,product_id,36932,,,,,,,,,,,,,,,,,,,,,,,,,,,
31046,product_id,27815,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058,product_id,41677,,,,,,,,,,,,,,,,,,,,,,,,,,,
31063,product_id,23617,,,,,,,,,,,,,,,,,,,,,,,,,,,
31071,product_id,22380,28544,,,,,,,,,,,,,,,,,,,,,,,,,,
31082,product_id,33907,,,,,,,,,,,,,,,,,,,,,,,,,,,
31083,product_id,702,,,,,,,,,,,,,,,,,,,,,,,,,,,
31093,product_id,4267,15187,,,,,,,,,,,,,,,,,,,,,,,,,,
31096,product_id,20287,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100,product_id,9845,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101,product_id,9841,14967,,,,,,,,,,,,,,,,,,,,,,,,,,
31108,product_id,4052,,,,,,,,,,,,,,,,,,,,,,,,,,,
31117,product_id,13659,,,,,,,,,,,,,,,,,,,,,,,,,,,
31130,product_id,13922,,,,,,,,,,,,,,,,,,,,,,,,,,,
31135,product_id,1579,26340,,,,,,,,,,,,,,,,,,,,,,,,,,
31137,product_id,1079,2072,,,,,,,,,,,,,,,,,,,,,,,,,,
31142,product_id,45958,,,,,,,,,,,,,,,,,,,,,,,,,,,
31146,product_id,21900,,,,,,,,,,,,,,,,,,,,,,,,,,,
31152,product_id,5140,,,,,,,,,,,,,,,,,,,,,,,,,,,
31153,product_id,5474,,,,,,,,,,,,,,,,,,,,,,,,,,,
31154,product_id,28706,,,,,,,,,,,,,,,,,,,,,,,,,,,
31159,product_id,48633,,,,,,,,,,,,,,,,,,,,,,,,,,,
31166,product_id,12148,,,,,,,,,,,,,,,,,,,,,,,,,,,
31168,product_id,37198,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170,product_id,44588,,,,,,,,,,,,,,,,,,,,,,,,,,,
31171,product_id,21304,,,,,,,,,,,,,,,,,,,,,,,,,,,
31189,product_id,35663,,,,,,,,,,,,,,,,,,,,,,,,,,,
31191,product_id,505,,,,,,,,,,,,,,,,,,,,,,,,,,,
31199,product_id,6617,8058,38534,45791,,,,,,,,,,,,,,,,,,,,,,,,
31220,product_id,18384,,,,,,,,,,,,,,,,,,,,,,,,,,,
31222,product_id,21160,,,,,,,,,,,,,,,,,,,,,,,,,,,
31224,product_id,44259,,,,,,,,,,,,,,,,,,,,,,,,,,,
31225,product_id,42033,,,,,,,,,,,,,,,,,,,,,,,,,,,
31227,product_id,40076,,,,,,,,,,,,,,,,,,,,,,,,,,,
31251,product_id,44682,47273,,,,,,,,,,,,,,,,,,,,,,,,,,
31256,product_id,17999,28908,,,,,,,,,,,,,,,,,,,,,,,,,,
31260,product_id,29552,,,,,,,,,,,,,,,,,,,,,,,,,,,
31266,product_id,6058,,,,,,,,,,,,,,,,,,,,,,,,,,,
31267,product_id,28117,,,,,,,,,,,,,,,,,,,,,,,,,,,
31268,product_id,16038,,,,,,,,,,,,,,,,,,,,,,,,,,,
31278,product_id,26420,,,,,,,,,,,,,,,,,,,,,,,,,,,
31279,product_id,4937,26022,,,,,,,,,,,,,,,,,,,,,,,,,,
31291,product_id,45529,,,,,,,,,,,,,,,,,,,,,,,,,,,
31293,product_id,2006,21760,26054,31715,,,,,,,,,,,,,,,,,,,,,,,,
31296,product_id,40336,,,,,,,,,,,,,,,,,,,,,,,,,,,
31305,product_id,3237,,,,,,,,,,,,,,,,,,,,,,,,,,,
31307,product_id,15318,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310,product_id,4680,34200,,,,,,,,,,,,,,,,,,,,,,,,,,
31315,product_id,28550,,,,,,,,,,,,,,,,,,,,,,,,,,,
31321,product_id,25060,,,,,,,,,,,,,,,,,,,,,,,,,,,
31325,product_id,45903,,,,,,,,,,,,,,,,,,,,,,,,,,,
31329,product_id,48572,,,,,,,,,,,,,,,,,,,,,,,,,,,
31344,product_id,23036,,,,,,,,,,,,,,,,,,,,,,,,,,,
31352,product_id,5501,,,,,,,,,,,,,,,,,,,,,,,,,,,
31353,product_id,3738,5843,49202,,,,,,,,,,,,,,,,,,,,,,,,,
31357,product_id,15698,41553,,,,,,,,,,,,,,,,,,,,,,,,,,
31371,product_id,19352,41994,,,,,,,,,,,,,,,,,,,,,,,,,,
31373,product_id,20523,38479,44695,,,,,,,,,,,,,,,,,,,,,,,,,
31374,product_id,15615,,,,,,,,,,,,,,,,,,,,,,,,,,,
31375,product_id,4304,24036,,,,,,,,,,,,,,,,,,,,,,,,,,
31378,product_id,29213,,,,,,,,,,,,,,,,,,,,,,,,,,,
31379,product_id,35270,,,,,,,,,,,,,,,,,,,,,,,,,,,
31386,product_id,1332,47528,,,,,,,,,,,,,,,,,,,,,,,,,,
31390,product_id,5302,48578,,,,,,,,,,,,,,,,,,,,,,,,,,
31397,product_id,33658,,,,,,,,,,,,,,,,,,,,,,,,,,,
31399,product_id,5036,,,,,,,,,,,,,,,,,,,,,,,,,,,
31401,product_id,5187,,,,,,,,,,,,,,,,,,,,,,,,,,,
31404,product_id,6844,,,,,,,,,,,,,,,,,,,,,,,,,,,
31408,product_id,40463,,,,,,,,,,,,,,,,,,,,,,,,,,,
31410,product_id,3591,13058,29254,,,,,,,,,,,,,,,,,,,,,,,,,
31413,product_id,30495,,,,,,,,,,,,,,,,,,,,,,,,,,,
31427,product_id,2653,5682,,,,,,,,,,,,,,,,,,,,,,,,,,
31428,product_id,40543,,,,,,,,,,,,,,,,,,,,,,,,,,,
31430,product_id,19648,,,,,,,,,,,,,,,,,,,,,,,,,,,
31431,product_id,12368,,,,,,,,,,,,,,,,,,,,,,,,,,,
31439,product_id,46254,,,,,,,,,,,,,,,,,,,,,,,,,,,
31440,product_id,48869,,,,,,,,,,,,,,,,,,,,,,,,,,,
31444,product_id,16591,22430,24449,39316,44208,,,,,,,,,,,,,,,,,,,,,,,
31450,product_id,25738,,,,,,,,,,,,,,,,,,,,,,,,,,,
31465,product_id,40857,,,,,,,,,,,,,,,,,,,,,,,,,,,
31469,product_id,35960,,,,,,,,,,,,,,,,,,,,,,,,,,,
31471,product_id,32692,48887,,,,,,,,,,,,,,,,,,,,,,,,,,
31473,product_id,3444,7039,,,,,,,,,,,,,,,,,,,,,,,,,,
31483,product_id,47131,,,,,,,,,,,,,,,,,,,,,,,,,,,
31488,product_id,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,
31498,product_id,1495,28372,,,,,,,,,,,,,,,,,,,,,,,,,,
31499,product_id,4119,,,,,,,,,,,,,,,,,,,,,,,,,,,
31501,product_id,48978,,,,,,,,,,,,,,,,,,,,,,,,,,,
31506,product_id,10304,21942,,,,,,,,,,,,,,,,,,,,,,,,,,
31509,product_id,29720,,,,,,,,,,,,,,,,,,,,,,,,,,,
31510,product_id,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,
31513,product_id,27844,,,,,,,,,,,,,,,,,,,,,,,,,,,
31514,product_id,10430,,,,,,,,,,,,,,,,,,,,,,,,,,,
31523,product_id,44676,,,,,,,,,,,,,,,,,,,,,,,,,,,
31526,product_id,14777,43553,,,,,,,,,,,,,,,,,,,,,,,,,,
31529,product_id,13394,,,,,,,,,,,,,,,,,,,,,,,,,,,
31530,product_id,15997,,,,,,,,,,,,,,,,,,,,,,,,,,,
31532,product_id,24579,,,,,,,,,,,,,,,,,,,,,,,,,,,
31539,product_id,11506,,,,,,,,,,,,,,,,,,,,,,,,,,,
31543,product_id,15395,,,,,,,,,,,,,,,,,,,,,,,,,,,
31550,product_id,12810,,,,,,,,,,,,,,,,,,,,,,,,,,,
31551,product_id,26424,,,,,,,,,,,,,,,,,,,,,,,,,,,
31553,product_id,44317,,,,,,,,,,,,,,,,,,,,,,,,,,,
31555,product_id,37199,,,,,,,,,,,,,,,,,,,,,,,,,,,
31579,product_id,15713,,,,,,,,,,,,,,,,,,,,,,,,,,,
31583,product_id,9460,,,,,,,,,,,,,,,,,,,,,,,,,,,
31594,product_id,28129,,,,,,,,,,,,,,,,,,,,,,,,,,,
31597,product_id,18982,42136,,,,,,,,,,,,,,,,,,,,,,,,,,
31602,product_id,27100,,,,,,,,,,,,,,,,,,,,,,,,,,,
31607,product_id,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,
31609,product_id,18075,,,,,,,,,,,,,,,,,,,,,,,,,,,
31617,product_id,43057,,,,,,,,,,,,,,,,,,,,,,,,,,,
31622,product_id,41781,,,,,,,,,,,,,,,,,,,,,,,,,,,
31628,product_id,5798,46740,,,,,,,,,,,,,,,,,,,,,,,,,,
31673,product_id,28943,,,,,,,,,,,,,,,,,,,,,,,,,,,
31699,product_id,28954,,,,,,,,,,,,,,,,,,,,,,,,,,,
31703,product_id,38624,,,,,,,,,,,,,,,,,,,,,,,,,,,
31705,product_id,7769,42436,,,,,,,,,,,,,,,,,,,,,,,,,,
31706,product_id,27996,,,,,,,,,,,,,,,,,,,,,,,,,,,
31713,product_id,20728,,,,,,,,,,,,,,,,,,,,,,,,,,,
31715,product_id,3671,,,,,,,,,,,,,,,,,,,,,,,,,,,
31717,product_id,46094,,,,,,,,,,,,,,,,,,,,,,,,,,,
31718,product_id,23337,25654,,,,,,,,,,,,,,,,,,,,,,,,,,
31719,product_id,13293,18448,37172,,,,,,,,,,,,,,,,,,,,,,,,,
31725,product_id,22427,,,,,,,,,,,,,,,,,,,,,,,,,,,
31730,product_id,28552,,,,,,,,,,,,,,,,,,,,,,,,,,,
31734,product_id,38232,,,,,,,,,,,,,,,,,,,,,,,,,,,
31745,product_id,7089,,,,,,,,,,,,,,,,,,,,,,,,,,,
31755,product_id,27611,44510,,,,,,,,,,,,,,,,,,,,,,,,,,
31756,product_id,15795,,,,,,,,,,,,,,,,,,,,,,,,,,,
31772,product_id,38585,,,,,,,,,,,,,,,,,,,,,,,,,,,
31776,product_id,4891,,,,,,,,,,,,,,,,,,,,,,,,,,,
31777,product_id,29962,,,,,,,,,,,,,,,,,,,,,,,,,,,
31789,product_id,10947,,,,,,,,,,,,,,,,,,,,,,,,,,,
31802,product_id,8393,,,,,,,,,,,,,,,,,,,,,,,,,,,
31813,product_id,27068,,,,,,,,,,,,,,,,,,,,,,,,,,,
31814,product_id,700,,,,,,,,,,,,,,,,,,,,,,,,,,,
31817,product_id,19842,,,,,,,,,,,,,,,,,,,,,,,,,,,
31818,product_id,6433,42340,,,,,,,,,,,,,,,,,,,,,,,,,,
31821,product_id,24201,,,,,,,,,,,,,,,,,,,,,,,,,,,
31823,product_id,16938,,,,,,,,,,,,,,,,,,,,,,,,,,,
31825,product_id,44316,,,,,,,,,,,,,,,,,,,,,,,,,,,
31828,product_id,3656,,,,,,,,,,,,,,,,,,,,,,,,,,,
31835,product_id,16993,22570,27312,47810,,,,,,,,,,,,,,,,,,,,,,,,
31838,product_id,26157,,,,,,,,,,,,,,,,,,,,,,,,,,,
31841,product_id,27851,,,,,,,,,,,,,,,,,,,,,,,,,,,
31851,product_id,30383,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855,product_id,35089,35776,43736,,,,,,,,,,,,,,,,,,,,,,,,,
31857,product_id,37889,42912,,,,,,,,,,,,,,,,,,,,,,,,,,
31864,product_id,17486,23195,,,,,,,,,,,,,,,,,,,,,,,,,,
31871,product_id,30504,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,product_id,23638,,,,,,,,,,,,,,,,,,,,,,,,,,,
31873,product_id,19367,,,,,,,,,,,,,,,,,,,,,,,,,,,
31876,product_id,7363,,,,,,,,,,,,,,,,,,,,,,,,,,,
31877,product_id,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,
31883,product_id,33684,,,,,,,,,,,,,,,,,,,,,,,,,,,
31886,product_id,2856,,,,,,,,,,,,,,,,,,,,,,,,,,,
31890,product_id,48062,,,,,,,,,,,,,,,,,,,,,,,,,,,
31891,product_id,4068,4723,17597,,,,,,,,,,,,,,,,,,,,,,,,,
31900,product_id,132,400,10717,17023,39499,44399,,,,,,,,,,,,,,,,,,,,,,
31902,product_id,38965,,,,,,,,,,,,,,,,,,,,,,,,,,,
31907,product_id,15473,,,,,,,,,,,,,,,,,,,,,,,,,,,
31913,product_id,45625,,,,,,,,,,,,,,,,,,,,,,,,,,,
31925,product_id,22199,24968,,,,,,,,,,,,,,,,,,,,,,,,,,
31930,product_id,26363,,,,,,,,,,,,,,,,,,,,,,,,,,,
31931,product_id,31184,,,,,,,,,,,,,,,,,,,,,,,,,,,
31934,product_id,30590,,,,,,,,,,,,,,,,,,,,,,,,,,,
31937,product_id,23811,25419,28937,44423,48908,,,,,,,,,,,,,,,,,,,,,,,
31938,product_id,38245,,,,,,,,,,,,,,,,,,,,,,,,,,,
31945,product_id,39031,,,,,,,,,,,,,,,,,,,,,,,,,,,
31952,product_id,45759,,,,,,,,,,,,,,,,,,,,,,,,,,,
31956,product_id,49403,,,,,,,,,,,,,,,,,,,,,,,,,,,
31960,product_id,24880,,,,,,,,,,,,,,,,,,,,,,,,,,,
31962,product_id,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,
31969,product_id,45418,,,,,,,,,,,,,,,,,,,,,,,,,,,
31973,product_id,22179,,,,,,,,,,,,,,,,,,,,,,,,,,,
31975,product_id,20820,39900,,,,,,,,,,,,,,,,,,,,,,,,,,
31977,product_id,33428,,,,,,,,,,,,,,,,,,,,,,,,,,,
31981,product_id,22135,,,,,,,,,,,,,,,,,,,,,,,,,,,
31997,product_id,9348,44149,,,,,,,,,,,,,,,,,,,,,,,,,,
31998,product_id,42974,,,,,,,,,,,,,,,,,,,,,,,,,,,
32004,product_id,35655,,,,,,,,,,,,,,,,,,,,,,,,,,,
